risk_factor,country,year,value,confidence_intervals,sample_size,source
Malnutrition (wght-for-age z<-2),SAU,2003,27.1,,,WHO
Malnutrition (wght-for-age z<-2),JOR,2002,0.4,,,WHO
Malnutrition (wght-for-age z<-2),POL,2013,4.1,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2006,12.4,,,WHO
Malnutrition (wght-for-age z<-2),COG,2005,2.8,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2002,3.3,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2013,5.8,,,WHO
Malnutrition (wght-for-age z<-2),CYP,2005,2.6,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2007,23.3,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2018,0.7,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2013,25.2,,,WHO
Malnutrition (wght-for-age z<-2),GUY,2019,29.3,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2008,0.6,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2014,33.3,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2005,23.5,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2006,0.6,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2008,51.1,,,WHO
Malnutrition (wght-for-age z<-2),THA,2007,6.8,,,WHO
Malnutrition (wght-for-age z<-2),GHA,2008,4.9,,,WHO
Malnutrition (wght-for-age z<-2),JOR,2003,12.6,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2012,0.2,,,WHO
Malnutrition (wght-for-age z<-2),GHA,2002,76.0,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2012,19.9,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2017,12.3,,,WHO
Malnutrition (wght-for-age z<-2),SSD,2014,58.7,,,WHO
Malnutrition (wght-for-age z<-2),TON,2002,20.3,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2000,20.9,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2004,15.7,,,WHO
Malnutrition (wght-for-age z<-2),GHA,2003,46.3,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2006,7.3,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2006,47.1,,,WHO
Malnutrition (wght-for-age z<-2),54,2010,47.9,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2004,40.1,,,WHO
Malnutrition (wght-for-age z<-2),53,2010,11.7,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2015,24.2,,,WHO
Malnutrition (wght-for-age z<-2),CRI,2001,19.9,,,WHO
Malnutrition (wght-for-age z<-2),IDN,2019,0.3,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2016,40.2,,,WHO
Malnutrition (wght-for-age z<-2),AGO,2010,31.9,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2005,24.4,,,WHO
Malnutrition (wght-for-age z<-2),ESP,2015,13.4,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2001,35.3,,,WHO
Malnutrition (wght-for-age z<-2),IDN,2001,17.1,,,WHO
Malnutrition (wght-for-age z<-2),5,2018,19.1,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2000,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2006,12.1,,,WHO
Malnutrition (wght-for-age z<-2),ZMB,2012,54.0,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2003,7.6,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2009,28.1,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2007,0.6,,,WHO
Malnutrition (wght-for-age z<-2),AMR,2017,5.0,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2002,8.0,,,WHO
Malnutrition (wght-for-age z<-2),VNM,2008,23.4,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2015,22.5,,,WHO
Malnutrition (wght-for-age z<-2),PHL,2006,27.9,,,WHO
Malnutrition (wght-for-age z<-2),NOR,2002,9.6,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2013,0.1,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2008,15.0,,,WHO
Malnutrition (wght-for-age z<-2),DNK,2018,14.2,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2002,21.9,,,WHO
Malnutrition (wght-for-age z<-2),RWA,2010,40.6,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2012,2.0,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2011,52.5,,,WHO
Malnutrition (wght-for-age z<-2),SEAR,2003,60.0,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2007,12.9,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2002,15.0,,,WHO
Malnutrition (wght-for-age z<-2),BIH,2015,23.2,,,WHO
Malnutrition (wght-for-age z<-2),SEN,2015,3.8,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2007,23.8,,,WHO
Malnutrition (wght-for-age z<-2),ARM,2011,13.5,,,WHO
Malnutrition (wght-for-age z<-2),54,2011,47.6,,,WHO
Malnutrition (wght-for-age z<-2),FJI,2006,16.2,,,WHO
Malnutrition (wght-for-age z<-2),DNK,2003,0.1,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2017,16.2,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2002,24.2,,,WHO
Malnutrition (wght-for-age z<-2),KHM,2012,53.5,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2016,21.9,,,WHO
Malnutrition (wght-for-age z<-2),TON,2016,34.0,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2019,33.1,,,WHO
Malnutrition (wght-for-age z<-2),SSD,2003,38.5,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2015,25.7,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2007,6.5,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2009,16.7,,,WHO
Malnutrition (wght-for-age z<-2),SVK,2018,23.4,,,WHO
Malnutrition (wght-for-age z<-2),RWA,2000,3.6,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2019,19.4,,,WHO
Malnutrition (wght-for-age z<-2),EMR,2017,2.1,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2006,12.5,,,WHO
Malnutrition (wght-for-age z<-2),NLD,2011,0.0,,,WHO
Malnutrition (wght-for-age z<-2),KNA,2011,22.8,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2014,19.8,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2006,2.5,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2002,12.3,,,WHO
Malnutrition (wght-for-age z<-2),LUX,2010,9.5,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2001,39.6,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2009,6.5,,,WHO
Malnutrition (wght-for-age z<-2),PAN,2017,12.8,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2017,11.9,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2001,0.3,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2006,21.8,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2003,0.1,,,WHO
Malnutrition (wght-for-age z<-2),AMR,2000,8.8,,,WHO
Malnutrition (wght-for-age z<-2),SOM,2015,55.5,,,WHO
Malnutrition (wght-for-age z<-2),NIC,2013,0.2,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2016,24.3,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2001,3.2,,,WHO
Malnutrition (wght-for-age z<-2),ZWE,2016,24.0,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2008,24.1,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2012,23.6,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2006,6.9,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2011,24.8,,,WHO
Malnutrition (wght-for-age z<-2),142,2003,46.4,,,WHO
Malnutrition (wght-for-age z<-2),AZE,2018,0.2,,,WHO
Malnutrition (wght-for-age z<-2),HND,2017,0.2,,,WHO
Malnutrition (wght-for-age z<-2),145,2013,33.8,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2018,13.1,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2002,19.9,,,WHO
Malnutrition (wght-for-age z<-2),142,1996,54.4,,,WHO
Malnutrition (wght-for-age z<-2),COL,2012,17.0,,,WHO
Malnutrition (wght-for-age z<-2),BTN,2013,49.2,,,WHO
Malnutrition (wght-for-age z<-2),21,2015,6.3,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2009,23.4,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2002,6.0,,,WHO
Malnutrition (wght-for-age z<-2),432,2007,57.2,,,WHO
Malnutrition (wght-for-age z<-2),WB_LI,2008,61.9,,,WHO
Malnutrition (wght-for-age z<-2),NGA,2008,73.6,,,WHO
Malnutrition (wght-for-age z<-2),54,2003,48.9,,,WHO
Malnutrition (wght-for-age z<-2),AZE,2012,29.1,,,WHO
Malnutrition (wght-for-age z<-2),TGO,2018,72.8,,,WHO
Malnutrition (wght-for-age z<-2),AGO,2006,64.9,,,WHO
Malnutrition (wght-for-age z<-2),TZA,2000,72.1,,,WHO
Malnutrition (wght-for-age z<-2),GHA,2008,24.5,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2016,17.9,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2004,22.3,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2013,16.3,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2006,79.2,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2015,33.7,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2019,20.2,,,WHO
Malnutrition (wght-for-age z<-2),ZMB,2004,59.9,,,WHO
Malnutrition (wght-for-age z<-2),JOR,2010,30.4,,,WHO
Malnutrition (wght-for-age z<-2),62,2016,51.0,,,WHO
Malnutrition (wght-for-age z<-2),NZL,2013,2.6,,,WHO
Malnutrition (wght-for-age z<-2),NIU,2012,0.5,,,WHO
Malnutrition (wght-for-age z<-2),NIU,2014,0.5,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2011,0.1,,,WHO
Malnutrition (wght-for-age z<-2),ARM,2008,0.4,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2015,0.0,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2003,23.9,,,WHO
Malnutrition (wght-for-age z<-2),LVA,2008,21.7,,,WHO
Malnutrition (wght-for-age z<-2),VNM,2017,21.9,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2015,16.8,,,WHO
Malnutrition (wght-for-age z<-2),PAK,2003,60.0,,,WHO
Malnutrition (wght-for-age z<-2),CHN,2002,0.8,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2003,8.4,,,WHO
Malnutrition (wght-for-age z<-2),GHA,2002,22.7,,,WHO
Malnutrition (wght-for-age z<-2),ISL,2010,8.0,,,WHO
Malnutrition (wght-for-age z<-2),LUX,2012,9.7,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2017,26.3,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2005,46.9,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2005,17.9,,,WHO
Malnutrition (wght-for-age z<-2),CHL,2008,13.9,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2006,11.1,,,WHO
Malnutrition (wght-for-age z<-2),ETH,2001,66.5,,,WHO
Malnutrition (wght-for-age z<-2),PER,2008,24.6,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2012,62.5,,,WHO
Malnutrition (wght-for-age z<-2),MEX,2013,23.4,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2012,42.3,,,WHO
Malnutrition (wght-for-age z<-2),IND,2008,33.0,,,WHO
Malnutrition (wght-for-age z<-2),AUS,2003,9.0,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2001,25.9,,,WHO
Malnutrition (wght-for-age z<-2),ESP,2002,2.5,,,WHO
Malnutrition (wght-for-age z<-2),KIR,2000,24.2,,,WHO
Malnutrition (wght-for-age z<-2),RWA,2016,14.1,,,WHO
Malnutrition (wght-for-age z<-2),AMR,2006,21.4,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2002,9.5,,,WHO
Malnutrition (wght-for-age z<-2),TZA,2000,23.7,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2008,6.8,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2004,48.1,,,WHO
Malnutrition (wght-for-age z<-2),AGO,2003,68.9,,,WHO
Malnutrition (wght-for-age z<-2),TLS,2005,20.8,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2007,0.7,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2009,16.4,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2002,21.4,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2011,43.8,,,WHO
Malnutrition (wght-for-age z<-2),GAB,2017,28.1,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2001,12.5,,,WHO
Malnutrition (wght-for-age z<-2),PLW,2008,22.5,,,WHO
Malnutrition (wght-for-age z<-2),DZA,2014,0.4,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2016,0.0,,,WHO
Malnutrition (wght-for-age z<-2),CHL,2009,5.3,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2018,24.9,,,WHO
Malnutrition (wght-for-age z<-2),MLT,2010,11.6,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2005,14.7,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2000,8.6,,,WHO
Malnutrition (wght-for-age z<-2),NLD,2001,2.5,,,WHO
Malnutrition (wght-for-age z<-2),SEAR,2011,25.9,,,WHO
Malnutrition (wght-for-age z<-2),NER,2005,21.6,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2019,2.1,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2005,22.2,,,WHO
Malnutrition (wght-for-age z<-2),MRT,2000,6.7,,,WHO
Malnutrition (wght-for-age z<-2),URY,2011,5.9,,,WHO
Malnutrition (wght-for-age z<-2),COL,2005,28.9,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2002,38.0,,,WHO
Malnutrition (wght-for-age z<-2),WB_LI,2001,68.4,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2004,0.2,,,WHO
Malnutrition (wght-for-age z<-2),MEX,2016,22.2,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2005,20.6,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2001,1.3,,,WHO
Malnutrition (wght-for-age z<-2),BTN,2019,18.9,,,WHO
Malnutrition (wght-for-age z<-2),ETH,2005,4.5,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2010,14.1,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2003,1.9,,,WHO
Malnutrition (wght-for-age z<-2),PRT,2018,13.9,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2009,20.6,,,WHO
Malnutrition (wght-for-age z<-2),HND,2014,20.7,,,WHO
Malnutrition (wght-for-age z<-2),LBN,2015,21.8,,,WHO
Malnutrition (wght-for-age z<-2),NGA,2014,71.5,,,WHO
Malnutrition (wght-for-age z<-2),COM,2009,24.6,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2005,76.6,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2009,32.3,,,WHO
Malnutrition (wght-for-age z<-2),TON,2008,11.8,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2003,19.6,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2008,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2001,9.9,,,WHO
Malnutrition (wght-for-age z<-2),MHL,2017,0.8,,,WHO
Malnutrition (wght-for-age z<-2),29,2019,37.5,,,WHO
Malnutrition (wght-for-age z<-2),COM,2002,32.6,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2007,19.2,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2003,40.6,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2001,22.2,,,WHO
Malnutrition (wght-for-age z<-2),ITA,2001,12.1,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2011,2.8,,,WHO
Malnutrition (wght-for-age z<-2),SEAR,2009,54.6,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2003,68.7,,,WHO
Malnutrition (wght-for-age z<-2),CIV,2019,72.2,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2019,20.3,,,WHO
Malnutrition (wght-for-age z<-2),AUS,2002,9.0,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2009,0.1,,,WHO
Malnutrition (wght-for-age z<-2),ROU,2016,19.4,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2001,81.7,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2007,0.4,,,WHO
Malnutrition (wght-for-age z<-2),EST,2008,4.7,,,WHO
Malnutrition (wght-for-age z<-2),AMR,2005,21.9,,,WHO
Malnutrition (wght-for-age z<-2),17,2007,69.7,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2018,5.0,,,WHO
Malnutrition (wght-for-age z<-2),CRI,2017,18.7,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2015,3.0,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2019,26.3,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2007,11.2,,,WHO
Malnutrition (wght-for-age z<-2),CHE,2015,10.2,,,WHO
Malnutrition (wght-for-age z<-2),COD,2013,39.0,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2015,10.7,,,WHO
Malnutrition (wght-for-age z<-2),KEN,2000,5.1,,,WHO
Malnutrition (wght-for-age z<-2),BGR,2003,17.6,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2015,0.2,,,WHO
Malnutrition (wght-for-age z<-2),TLS,2008,0.6,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2016,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2001,13.4,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2016,0.1,,,WHO
Malnutrition (wght-for-age z<-2),BEN,2003,78.8,,,WHO
Malnutrition (wght-for-age z<-2),SSD,2019,3.0,,,WHO
Malnutrition (wght-for-age z<-2),FRA,2012,9.5,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2011,4.6,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2018,18.0,,,WHO
Malnutrition (wght-for-age z<-2),IND,2011,58.8,,,WHO
Malnutrition (wght-for-age z<-2),KEN,2010,39.9,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2005,34.0,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2018,0.7,,,WHO
Malnutrition (wght-for-age z<-2),SVK,2010,5.9,,,WHO
Malnutrition (wght-for-age z<-2),GAB,2005,65.9,,,WHO
Malnutrition (wght-for-age z<-2),CZE,2003,16.7,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2001,5.6,,,WHO
Malnutrition (wght-for-age z<-2),BEL,2019,14.0,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2016,29.1,,,WHO
Malnutrition (wght-for-age z<-2),LBR,2004,75.6,,,WHO
Malnutrition (wght-for-age z<-2),SEAR,2000,35.1,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2010,10.0,,,WHO
Malnutrition (wght-for-age z<-2),FIN,2016,0.0,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2000,18.4,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2001,25.2,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2016,23.7,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2011,47.0,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2006,25.8,,,WHO
Malnutrition (wght-for-age z<-2),35,2008,33.4,,,WHO
Malnutrition (wght-for-age z<-2),VUT,2011,22.9,,,WHO
Malnutrition (wght-for-age z<-2),AGO,2014,31.4,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2001,27.3,,,WHO
Malnutrition (wght-for-age z<-2),THA,2010,6.2,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2015,8.6,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2014,37.4,,,WHO
Malnutrition (wght-for-age z<-2),KIR,2000,2.1,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2004,26.6,,,WHO
Malnutrition (wght-for-age z<-2),IND,2015,55.7,,,WHO
Malnutrition (wght-for-age z<-2),IDN,2017,38.0,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2007,2.1,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2009,4.1,,,WHO
Malnutrition (wght-for-age z<-2),STP,2003,3.0,,,WHO
Malnutrition (wght-for-age z<-2),61,2014,35.8,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2014,0.0,,,WHO
Malnutrition (wght-for-age z<-2),14,2001,65.5,,,WHO
Malnutrition (wght-for-age z<-2),JOR,2003,31.3,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2007,27.4,,,WHO
Malnutrition (wght-for-age z<-2),SVK,2010,15.6,,,WHO
Malnutrition (wght-for-age z<-2),KHM,2003,1.9,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2008,29.0,,,WHO
Malnutrition (wght-for-age z<-2),TUR,2015,7.6,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2000,18.6,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2003,25.9,,,WHO
Malnutrition (wght-for-age z<-2),PSE,2011,32.8,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2003,0.3,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2018,18.8,,,WHO
Malnutrition (wght-for-age z<-2),IDN,2013,37.0,,,WHO
Malnutrition (wght-for-age z<-2),AZE,2003,0.5,,,WHO
Malnutrition (wght-for-age z<-2),2,2004,64.6,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2007,23.7,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2002,26.4,,,WHO
Malnutrition (wght-for-age z<-2),SUR,2003,20.1,,,WHO
Malnutrition (wght-for-age z<-2),POL,2005,13.4,,,WHO
Malnutrition (wght-for-age z<-2),EST,2004,5.9,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2007,12.4,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2003,78.0,,,WHO
Malnutrition (wght-for-age z<-2),ERI,2007,52.1,,,WHO
Malnutrition (wght-for-age z<-2),ECU,2006,29.2,,,WHO
Malnutrition (wght-for-age z<-2),VNM,2004,0.8,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2015,76.3,,,WHO
Malnutrition (wght-for-age z<-2),COK,2008,29.6,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2012,35.9,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2004,6.8,,,WHO
Malnutrition (wght-for-age z<-2),THA,2005,7.1,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2018,9.7,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2019,16.0,,,WHO
Malnutrition (wght-for-age z<-2),THA,2001,0.4,,,WHO
Malnutrition (wght-for-age z<-2),NZL,2004,0.1,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2016,11.1,,,WHO
Malnutrition (wght-for-age z<-2),COK,2004,20.1,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2004,26.7,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2016,21.0,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2005,11.7,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2011,15.1,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2004,24.7,,,WHO
Malnutrition (wght-for-age z<-2),NGA,2017,3.9,,,WHO
Malnutrition (wght-for-age z<-2),MLT,2000,15.1,,,WHO
Malnutrition (wght-for-age z<-2),BOL,2017,1.0,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2009,22.1,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2010,19.4,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2007,15.1,,,WHO
Malnutrition (wght-for-age z<-2),IND,2001,68.3,,,WHO
Malnutrition (wght-for-age z<-2),COK,2013,20.0,,,WHO
Malnutrition (wght-for-age z<-2),BRA,2001,25.0,,,WHO
Malnutrition (wght-for-age z<-2),POL,2001,20.0,,,WHO
Malnutrition (wght-for-age z<-2),COM,2006,30.3,,,WHO
Malnutrition (wght-for-age z<-2),BRN,2006,16.9,,,WHO
Malnutrition (wght-for-age z<-2),BEL,2018,3.3,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2006,47.1,,,WHO
Malnutrition (wght-for-age z<-2),AUS,2000,2.7,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2001,14.5,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2017,4.5,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2014,25.6,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2019,0.4,,,WHO
Malnutrition (wght-for-age z<-2),SLV,2013,24.9,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2015,13.8,,,WHO
Malnutrition (wght-for-age z<-2),BRA,2016,0.2,,,WHO
Malnutrition (wght-for-age z<-2),BEL,2013,15.3,,,WHO
Malnutrition (wght-for-age z<-2),TON,2013,11.6,,,WHO
Malnutrition (wght-for-age z<-2),150,2005,17.5,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2005,53.5,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2009,15.7,,,WHO
Malnutrition (wght-for-age z<-2),NIU,2017,22.5,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2003,22.4,,,WHO
Malnutrition (wght-for-age z<-2),COG,2006,37.8,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2018,15.0,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2007,32.0,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2015,11.7,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2005,9.7,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2016,8.6,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2000,20.7,,,WHO
Malnutrition (wght-for-age z<-2),SEN,2002,52.5,,,WHO
Malnutrition (wght-for-age z<-2),ETH,2003,21.4,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2011,12.7,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2001,16.1,,,WHO
Malnutrition (wght-for-age z<-2),TZA,2016,29.4,,,WHO
Malnutrition (wght-for-age z<-2),ARE,2019,20.4,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2007,22.6,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2018,3.7,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2000,22.5,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2011,30.9,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2013,28.2,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2011,10.2,,,WHO
Malnutrition (wght-for-age z<-2),AZE,2012,19.2,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2010,19.1,,,WHO
Malnutrition (wght-for-age z<-2),GUY,2019,19.0,,,WHO
Malnutrition (wght-for-age z<-2),MLI,2010,81.8,,,WHO
Malnutrition (wght-for-age z<-2),COG,2008,65.9,,,WHO
Malnutrition (wght-for-age z<-2),BTN,2013,25.4,,,WHO
Malnutrition (wght-for-age z<-2),BGR,2005,27.3,,,WHO
Malnutrition (wght-for-age z<-2),ESP,2007,9.7,,,WHO
Malnutrition (wght-for-age z<-2),ARE,2002,19.1,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2012,11.9,,,WHO
Malnutrition (wght-for-age z<-2),KEN,2006,45.3,,,WHO
Malnutrition (wght-for-age z<-2),COL,2003,29.5,,,WHO
