risk_factor,country,year,value,confidence_intervals,sample_size,source
Malnutrition (wght-for-age z<-2),WSM,2001,33.7,,,WHO
Malnutrition (wght-for-age z<-2),CHE,2001,8.7,,,WHO
Malnutrition (wght-for-age z<-2),TZA,2017,1.6,,,WHO
Malnutrition (wght-for-age z<-2),ISL,2014,9.9,,,WHO
Malnutrition (wght-for-age z<-2),FIN,2014,10.4,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2017,22.9,,,WHO
Malnutrition (wght-for-age z<-2),MLI,2008,9.8,,,WHO
Malnutrition (wght-for-age z<-2),MHL,2012,17.8,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2017,35.8,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2005,32.9,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2019,24.9,,,WHO
Malnutrition (wght-for-age z<-2),PAN,2017,17.6,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2017,12.9,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2017,18.6,,,WHO
Malnutrition (wght-for-age z<-2),TGO,2018,72.8,,,WHO
Malnutrition (wght-for-age z<-2),KEN,2004,48.8,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2017,25.4,,,WHO
Malnutrition (wght-for-age z<-2),SSD,2000,70.7,,,WHO
Malnutrition (wght-for-age z<-2),513,2017,13.7,,,WHO
Malnutrition (wght-for-age z<-2),BTN,2002,65.4,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2019,13.7,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2010,10.0,,,WHO
Malnutrition (wght-for-age z<-2),NGA,2018,69.7,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2008,13.9,,,WHO
Malnutrition (wght-for-age z<-2),AND,2002,0.1,,,WHO
Malnutrition (wght-for-age z<-2),CRI,2018,14.4,,,WHO
Malnutrition (wght-for-age z<-2),NER,2015,75.1,,,WHO
Malnutrition (wght-for-age z<-2),CHL,2004,19.7,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2000,24.8,,,WHO
Malnutrition (wght-for-age z<-2),KHM,2017,50.3,,,WHO
Malnutrition (wght-for-age z<-2),LBN,2012,21.3,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2004,0.7,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2014,12.8,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2014,35.0,,,WHO
Malnutrition (wght-for-age z<-2),ITA,2006,12.1,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2008,16.7,,,WHO
Malnutrition (wght-for-age z<-2),KIR,2016,24.3,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2016,42.6,,,WHO
Malnutrition (wght-for-age z<-2),MUS,2005,27.9,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2009,19.7,,,WHO
Malnutrition (wght-for-age z<-2),TON,2014,21.9,,,WHO
Malnutrition (wght-for-age z<-2),BTN,2000,67.5,,,WHO
Malnutrition (wght-for-age z<-2),18,2002,41.6,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2006,16.7,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2011,16.7,,,WHO
Malnutrition (wght-for-age z<-2),GRC,2001,0.1,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2001,3.0,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2015,35.6,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2019,20.2,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2001,23.8,,,WHO
Malnutrition (wght-for-age z<-2),5,2016,19.9,,,WHO
Malnutrition (wght-for-age z<-2),KGZ,2006,1.2,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2001,20.8,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2013,15.5,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2018,0.0,,,WHO
Malnutrition (wght-for-age z<-2),STP,2019,1.0,,,WHO
Malnutrition (wght-for-age z<-2),SOM,2017,2.9,,,WHO
Malnutrition (wght-for-age z<-2),TON,2016,0.4,,,WHO
Malnutrition (wght-for-age z<-2),COL,2013,24.3,,,WHO
Malnutrition (wght-for-age z<-2),POL,2014,12.7,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2009,16.3,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2013,24.8,,,WHO
Malnutrition (wght-for-age z<-2),CHL,2008,19.5,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2007,9.8,,,WHO
Malnutrition (wght-for-age z<-2),CZE,2000,17.4,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2011,22.4,,,WHO
Malnutrition (wght-for-age z<-2),BGD,2013,44.4,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2012,0.4,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2016,19.4,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2017,47.3,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2015,0.6,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2007,21.9,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2017,56.2,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2013,25.3,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2005,11.7,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2008,5.3,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2017,0.3,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2018,36.3,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2008,2.3,,,WHO
Malnutrition (wght-for-age z<-2),AND,2004,12.6,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2018,32.7,,,WHO
Malnutrition (wght-for-age z<-2),FJI,2011,40.3,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2012,26.4,,,WHO
Malnutrition (wght-for-age z<-2),ARM,2015,13.4,,,WHO
Malnutrition (wght-for-age z<-2),MRT,2013,3.9,,,WHO
Malnutrition (wght-for-age z<-2),BGR,2009,25.6,,,WHO
Malnutrition (wght-for-age z<-2),PHL,2001,1.8,,,WHO
Malnutrition (wght-for-age z<-2),AUS,2008,0.1,,,WHO
Malnutrition (wght-for-age z<-2),BFA,2000,88.2,,,WHO
Malnutrition (wght-for-age z<-2),30,2006,21.4,,,WHO
Malnutrition (wght-for-age z<-2),AUS,2009,0.1,,,WHO
Malnutrition (wght-for-age z<-2),MUS,2013,27.0,,,WHO
Malnutrition (wght-for-age z<-2),AZE,2000,43.4,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2015,0.3,,,WHO
Malnutrition (wght-for-age z<-2),CZE,2009,3.5,,,WHO
Malnutrition (wght-for-age z<-2),ARE,2019,5.1,,,WHO
Malnutrition (wght-for-age z<-2),ESP,2010,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SVK,2015,0.1,,,WHO
Malnutrition (wght-for-age z<-2),CHE,2006,2.1,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2007,37.1,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2006,0.3,,,WHO
Malnutrition (wght-for-age z<-2),AND,2018,0.0,,,WHO
Malnutrition (wght-for-age z<-2),GUY,2007,23.2,,,WHO
Malnutrition (wght-for-age z<-2),EMR,2013,20.4,,,WHO
Malnutrition (wght-for-age z<-2),JAM,2019,6.8,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2015,43.7,,,WHO
Malnutrition (wght-for-age z<-2),BRA,2017,0.2,,,WHO
Malnutrition (wght-for-age z<-2),AGO,2006,35.6,,,WHO
Malnutrition (wght-for-age z<-2),COG,2015,63.5,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2007,10.3,,,WHO
Malnutrition (wght-for-age z<-2),CHN,2001,0.9,,,WHO
Malnutrition (wght-for-age z<-2),RWA,2014,37.6,,,WHO
Malnutrition (wght-for-age z<-2),FSM,2011,15.0,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2016,14.4,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2015,76.3,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2000,15.1,,,WHO
Malnutrition (wght-for-age z<-2),DMA,2013,0.4,,,WHO
Malnutrition (wght-for-age z<-2),AMR,2003,14.0,,,WHO
Malnutrition (wght-for-age z<-2),LVA,2013,14.8,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2004,5.3,,,WHO
Malnutrition (wght-for-age z<-2),VCT,2004,26.0,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2012,63.3,,,WHO
Malnutrition (wght-for-age z<-2),LBN,2019,22.8,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2010,22.2,,,WHO
Malnutrition (wght-for-age z<-2),FJI,2019,39.9,,,WHO
Malnutrition (wght-for-age z<-2),VNM,2005,17.7,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2007,22.4,,,WHO
Malnutrition (wght-for-age z<-2),EST,2015,17.7,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2006,18.4,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2018,13.2,,,WHO
Malnutrition (wght-for-age z<-2),NAM,2002,23.7,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2003,4.7,,,WHO
Malnutrition (wght-for-age z<-2),MHL,2015,16.8,,,WHO
Malnutrition (wght-for-age z<-2),POL,2000,6.5,,,WHO
Malnutrition (wght-for-age z<-2),JOR,2018,0.2,,,WHO
Malnutrition (wght-for-age z<-2),TUN,2016,0.2,,,WHO
Malnutrition (wght-for-age z<-2),DNK,2010,2.2,,,WHO
Malnutrition (wght-for-age z<-2),URY,2006,0.3,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2010,0.1,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2012,0.1,,,WHO
Malnutrition (wght-for-age z<-2),COD,2006,23.8,,,WHO
Malnutrition (wght-for-age z<-2),CHN,2014,0.2,,,WHO
Malnutrition (wght-for-age z<-2),BRN,2006,16.9,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2012,3.4,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2014,25.4,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2014,8.9,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2000,8.1,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2007,49.2,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2000,18.3,,,WHO
Malnutrition (wght-for-age z<-2),KHM,2011,28.1,,,WHO
Malnutrition (wght-for-age z<-2),NER,2016,43.9,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2003,13.4,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2001,25.7,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2018,42.9,,,WHO
Malnutrition (wght-for-age z<-2),TTO,2011,26.2,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2019,24.5,,,WHO
Malnutrition (wght-for-age z<-2),COM,2017,53.9,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2012,0.5,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2006,24.5,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2017,20.8,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2001,25.4,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2009,14.3,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2019,2.0,,,WHO
Malnutrition (wght-for-age z<-2),AZE,2017,7.7,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2016,17.6,,,WHO
Malnutrition (wght-for-age z<-2),NGA,2002,78.1,,,WHO
Malnutrition (wght-for-age z<-2),TTO,2014,24.4,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2016,32.7,,,WHO
Malnutrition (wght-for-age z<-2),MRT,2019,65.5,,,WHO
Malnutrition (wght-for-age z<-2),199,2017,57.9,,,WHO
Malnutrition (wght-for-age z<-2),DNK,2000,12.9,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2017,10.0,,,WHO
Malnutrition (wght-for-age z<-2),PER,2017,31.5,,,WHO
Malnutrition (wght-for-age z<-2),NIU,2001,13.1,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2002,34.7,,,WHO
Malnutrition (wght-for-age z<-2),CZE,2010,16.1,,,WHO
Malnutrition (wght-for-age z<-2),BEN,2003,78.8,,,WHO
Malnutrition (wght-for-age z<-2),CZE,2005,16.4,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2014,36.6,,,WHO
Malnutrition (wght-for-age z<-2),ROU,2006,34.2,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2009,7.9,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2014,19.7,,,WHO
Malnutrition (wght-for-age z<-2),PRT,2005,12.6,,,WHO
Malnutrition (wght-for-age z<-2),SVK,2019,0.1,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2004,24.1,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2002,0.2,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2007,46.6,,,WHO
Malnutrition (wght-for-age z<-2),GLOBAL,2002,2.7,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2002,35.2,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2011,40.2,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2015,1.1,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2007,19.3,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2002,4.4,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2017,44.2,,,WHO
Malnutrition (wght-for-age z<-2),NIU,2004,37.8,,,WHO
Malnutrition (wght-for-age z<-2),SVK,2013,16.0,,,WHO
Malnutrition (wght-for-age z<-2),LVA,2012,5.3,,,WHO
Malnutrition (wght-for-age z<-2),COG,2013,1.5,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2001,33.7,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2008,22.8,,,WHO
Malnutrition (wght-for-age z<-2),EMR,2007,47.5,,,WHO
Malnutrition (wght-for-age z<-2),TLS,2014,0.6,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2010,16.7,,,WHO
Malnutrition (wght-for-age z<-2),DZA,2014,33.9,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2003,21.3,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2016,44.7,,,WHO
Malnutrition (wght-for-age z<-2),NOR,2002,0.1,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2008,21.7,,,WHO
Malnutrition (wght-for-age z<-2),PSE,2001,21.0,,,WHO
Malnutrition (wght-for-age z<-2),SVK,2015,5.9,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2004,58.4,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2004,23.1,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2006,39.7,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2014,16.8,,,WHO
Malnutrition (wght-for-age z<-2),NZL,2007,9.6,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2004,4.9,,,WHO
Malnutrition (wght-for-age z<-2),BGR,2007,8.7,,,WHO
Malnutrition (wght-for-age z<-2),BEL,2017,3.2,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2002,19.6,,,WHO
Malnutrition (wght-for-age z<-2),BEL,2017,13.6,,,WHO
Malnutrition (wght-for-age z<-2),IDN,2009,24.4,,,WHO
Malnutrition (wght-for-age z<-2),DNK,2013,10.8,,,WHO
Malnutrition (wght-for-age z<-2),SOM,2005,22.0,,,WHO
Malnutrition (wght-for-age z<-2),JAM,2003,9.0,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2004,9.5,,,WHO
Malnutrition (wght-for-age z<-2),TLS,2014,45.7,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2014,25.5,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2010,17.4,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2009,1.0,,,WHO
Malnutrition (wght-for-age z<-2),MUS,2010,8.5,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2002,0.4,,,WHO
Malnutrition (wght-for-age z<-2),MRT,2003,44.0,,,WHO
Malnutrition (wght-for-age z<-2),SEN,2001,52.7,,,WHO
Malnutrition (wght-for-age z<-2),COL,2005,28.9,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2013,0.7,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2005,63.5,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2009,47.6,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2007,0.0,,,WHO
Malnutrition (wght-for-age z<-2),PRY,2016,0.3,,,WHO
Malnutrition (wght-for-age z<-2),143,2016,26.6,,,WHO
Malnutrition (wght-for-age z<-2),JAM,2013,0.2,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2016,61.5,,,WHO
Malnutrition (wght-for-age z<-2),YEM,2013,51.7,,,WHO
Malnutrition (wght-for-age z<-2),BOL,2010,26.8,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2006,26.1,,,WHO
Malnutrition (wght-for-age z<-2),BRA,2012,0.2,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2005,12.1,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2017,0.1,,,WHO
Malnutrition (wght-for-age z<-2),FRA,2004,10.9,,,WHO
Malnutrition (wght-for-age z<-2),COM,2012,54.1,,,WHO
Malnutrition (wght-for-age z<-2),SEAR,2011,1.7,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2012,28.4,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2001,51.7,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2013,26.5,,,WHO
Malnutrition (wght-for-age z<-2),KEN,2010,1.7,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2016,7.1,,,WHO
Malnutrition (wght-for-age z<-2),PRT,2005,10.0,,,WHO
Malnutrition (wght-for-age z<-2),TUN,2012,19.5,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2005,35.4,,,WHO
Malnutrition (wght-for-age z<-2),COL,2008,27.5,,,WHO
Malnutrition (wght-for-age z<-2),SEAR,2016,23.2,,,WHO
Malnutrition (wght-for-age z<-2),NIU,2016,0.5,,,WHO
Malnutrition (wght-for-age z<-2),AND,2003,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SOM,2004,62.5,,,WHO
Malnutrition (wght-for-age z<-2),ISL,2016,10.1,,,WHO
Malnutrition (wght-for-age z<-2),NER,2005,8.4,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2011,0.4,,,WHO
Malnutrition (wght-for-age z<-2),PLW,2007,0.5,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2018,28.9,,,WHO
Malnutrition (wght-for-age z<-2),SLV,2018,0.1,,,WHO
Malnutrition (wght-for-age z<-2),GAB,2014,27.7,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2015,13.0,,,WHO
Malnutrition (wght-for-age z<-2),NIC,2015,0.2,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2016,17.5,,,WHO
Malnutrition (wght-for-age z<-2),ZWE,2012,20.3,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2010,17.5,,,WHO
Malnutrition (wght-for-age z<-2),BFA,2011,56.3,,,WHO
Malnutrition (wght-for-age z<-2),BRN,2009,4.1,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2011,26.6,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2019,0.1,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2012,26.1,,,WHO
Malnutrition (wght-for-age z<-2),ERI,2013,48.8,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2016,28.8,,,WHO
Malnutrition (wght-for-age z<-2),ARM,2003,27.9,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2012,18.4,,,WHO
Malnutrition (wght-for-age z<-2),TUN,2019,9.9,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2001,20.3,,,WHO
Malnutrition (wght-for-age z<-2),LBR,2017,26.9,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2001,44.7,,,WHO
Malnutrition (wght-for-age z<-2),53,2003,11.7,,,WHO
Malnutrition (wght-for-age z<-2),TGO,2013,73.2,,,WHO
Malnutrition (wght-for-age z<-2),NER,2009,6.4,,,WHO
Malnutrition (wght-for-age z<-2),BRA,2006,21.4,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2019,41.9,,,WHO
Malnutrition (wght-for-age z<-2),TZA,2018,1.5,,,WHO
Malnutrition (wght-for-age z<-2),PER,2002,1.1,,,WHO
Malnutrition (wght-for-age z<-2),IND,2002,67.3,,,WHO
Malnutrition (wght-for-age z<-2),202,2016,61.7,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2016,19.3,,,WHO
Malnutrition (wght-for-age z<-2),BGD,2012,44.9,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2004,11.7,,,WHO
Malnutrition (wght-for-age z<-2),WB_UMI,2001,30.5,,,WHO
Malnutrition (wght-for-age z<-2),BRA,2011,16.7,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2006,22.5,,,WHO
Malnutrition (wght-for-age z<-2),RWA,2018,0.4,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2009,45.3,,,WHO
Malnutrition (wght-for-age z<-2),PAN,2003,0.3,,,WHO
Malnutrition (wght-for-age z<-2),722,2002,43.0,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2019,18.1,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2002,69.6,,,WHO
Malnutrition (wght-for-age z<-2),LVA,2009,15.0,,,WHO
Malnutrition (wght-for-age z<-2),AGO,2007,63.7,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2007,0.0,,,WHO
Malnutrition (wght-for-age z<-2),YEM,2005,15.8,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2006,24.9,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2010,4.8,,,WHO
Malnutrition (wght-for-age z<-2),DOM,2002,0.8,,,WHO
Malnutrition (wght-for-age z<-2),142,2001,48.1,,,WHO
Malnutrition (wght-for-age z<-2),EMR,2001,3.1,,,WHO
Malnutrition (wght-for-age z<-2),PRT,2003,13.0,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2019,24.3,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2006,27.1,,,WHO
Malnutrition (wght-for-age z<-2),LVA,2004,24.3,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2018,4.2,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2015,70.9,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2017,13.5,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2011,46.7,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2001,21.1,,,WHO
Malnutrition (wght-for-age z<-2),PRK,2007,33.4,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2004,67.9,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2016,10.9,,,WHO
Malnutrition (wght-for-age z<-2),DOM,2002,20.2,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2003,8.4,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2015,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2005,56.0,,,WHO
Malnutrition (wght-for-age z<-2),POL,2013,0.1,,,WHO
Malnutrition (wght-for-age z<-2),11,2005,77.5,,,WHO
Malnutrition (wght-for-age z<-2),FRA,2015,2.3,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2000,15.1,,,WHO
Malnutrition (wght-for-age z<-2),SSD,2017,3.0,,,WHO
Malnutrition (wght-for-age z<-2),MHL,2001,1.1,,,WHO
Malnutrition (wght-for-age z<-2),WB_LI,2006,63.5,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2007,9.1,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2007,33.5,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2001,60.0,,,WHO
Malnutrition (wght-for-age z<-2),13,2002,29.5,,,WHO
Malnutrition (wght-for-age z<-2),MEX,2005,28.0,,,WHO
Malnutrition (wght-for-age z<-2),BHS,2016,5.1,,,WHO
Malnutrition (wght-for-age z<-2),TTO,2017,15.8,,,WHO
Malnutrition (wght-for-age z<-2),BEN,2010,25.3,,,WHO
Malnutrition (wght-for-age z<-2),FSM,2008,15.6,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2017,12.2,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2014,16.7,,,WHO
Malnutrition (wght-for-age z<-2),NLD,2007,2.4,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2004,32.7,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2013,12.7,,,WHO
Malnutrition (wght-for-age z<-2),STP,2013,1.2,,,WHO
Malnutrition (wght-for-age z<-2),MLT,2015,0.1,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2010,0.3,,,WHO
Malnutrition (wght-for-age z<-2),JOR,2016,31.7,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2004,16.5,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2002,22.5,,,WHO
Malnutrition (wght-for-age z<-2),NER,2001,10.0,,,WHO
Malnutrition (wght-for-age z<-2),URY,2012,5.9,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2003,72.3,,,WHO
Malnutrition (wght-for-age z<-2),COL,2001,0.6,,,WHO
Malnutrition (wght-for-age z<-2),SLV,2014,24.9,,,WHO
Malnutrition (wght-for-age z<-2),VNM,2006,0.7,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2012,52.1,,,WHO
Malnutrition (wght-for-age z<-2),AND,2006,2.5,,,WHO
Malnutrition (wght-for-age z<-2),ESP,2005,11.9,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2018,27.4,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2018,18.1,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2019,18.1,,,WHO
Malnutrition (wght-for-age z<-2),FSM,2016,0.6,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2007,43.6,,,WHO
Malnutrition (wght-for-age z<-2),COD,2014,38.6,,,WHO
Malnutrition (wght-for-age z<-2),URY,2009,6.2,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2000,36.9,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2010,4.7,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2018,1.1,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2005,37.0,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2006,34.8,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2000,22.9,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2007,55.5,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2003,50.2,,,WHO
Malnutrition (wght-for-age z<-2),BRA,2014,9.8,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2002,0.4,,,WHO
Malnutrition (wght-for-age z<-2),BGR,2010,8.0,,,WHO
Malnutrition (wght-for-age z<-2),MHL,2016,23.5,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2007,2.5,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2006,20.3,,,WHO
Malnutrition (wght-for-age z<-2),EST,2007,14.2,,,WHO
Malnutrition (wght-for-age z<-2),THA,2013,18.2,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2008,14.1,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2002,70.9,,,WHO
Malnutrition (wght-for-age z<-2),NZL,2006,2.6,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2016,44.7,,,WHO
Malnutrition (wght-for-age z<-2),KHM,2017,0.5,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2013,21.3,,,WHO
